episodio,resultado,vitorias,derrotas,empates
1,Derrota,0,1,0
2,Derrota,0,2,0
3,Derrota,0,3,0
4,Derrota,0,4,0
5,Derrota,0,5,0
6,Derrota,0,6,0
7,Derrota,0,7,0
8,Derrota,0,8,0
9,Derrota,0,9,0
10,Derrota,0,10,0
11,Derrota,0,11,0
12,Empate,0,11,1
13,Derrota,0,12,1
14,Derrota,0,13,1
15,Empate,0,13,2
16,Derrota,0,14,2
17,Derrota,0,15,2
18,Derrota,0,16,2
19,Empate,0,16,3
20,Derrota,0,17,3
21,Derrota,0,18,3
22,Derrota,0,19,3
23,Empate,0,19,4
24,Derrota,0,20,4
25,Empate,0,20,5
26,Empate,0,20,6
27,Derrota,0,21,6
28,Derrota,0,22,6
29,Empate,0,22,7
30,Derrota,0,23,7
31,Empate,0,23,8
32,Derrota,0,24,8
33,Derrota,0,25,8
34,Empate,0,25,9
35,Empate,0,25,10
36,Derrota,0,26,10
37,Empate,0,26,11
38,Derrota,0,27,11
39,Empate,0,27,12
40,Empate,0,27,13
41,Empate,0,27,14
42,Derrota,0,28,14
43,Derrota,0,29,14
44,Derrota,0,30,14
45,Empate,0,30,15
46,Derrota,0,31,15
47,Derrota,0,32,15
48,Empate,0,32,16
49,Empate,0,32,17
50,Derrota,0,33,17
51,Empate,0,33,18
52,Empate,0,33,19
53,Empate,0,33,20
54,Derrota,0,34,20
55,Derrota,0,35,20
56,Derrota,0,36,20
57,Empate,0,36,21
58,Empate,0,36,22
59,Derrota,0,37,22
60,Derrota,0,38,22
61,Empate,0,38,23
62,Derrota,0,39,23
63,Empate,0,39,24
64,Derrota,0,40,24
65,Derrota,0,41,24
66,Derrota,0,42,24
67,Empate,0,42,25
68,Derrota,0,43,25
69,Empate,0,43,26
70,Derrota,0,44,26
71,Empate,0,44,27
72,Derrota,0,45,27
73,Empate,0,45,28
74,Derrota,0,46,28
75,Derrota,0,47,28
76,Derrota,0,48,28
77,Empate,0,48,29
78,Derrota,0,49,29
79,Derrota,0,50,29
80,Derrota,0,51,29
81,Empate,0,51,30
82,Derrota,0,52,30
83,Derrota,0,53,30
84,Empate,0,53,31
85,Empate,0,53,32
86,Derrota,0,54,32
87,Empate,0,54,33
88,Derrota,0,55,33
89,Empate,0,55,34
90,Empate,0,55,35
91,Derrota,0,56,35
92,Empate,0,56,36
93,Empate,0,56,37
94,Empate,0,56,38
95,Empate,0,56,39
96,Derrota,0,57,39
97,Empate,0,57,40
98,Derrota,0,58,40
99,Empate,0,58,41
100,Empate,0,58,42
101,Empate,0,58,43
102,Derrota,0,59,43
103,Empate,0,59,44
104,Derrota,0,60,44
105,Empate,0,60,45
106,Derrota,0,61,45
107,Empate,0,61,46
108,Derrota,0,62,46
109,Derrota,0,63,46
110,Derrota,0,64,46
111,Derrota,0,65,46
112,Derrota,0,66,46
113,Derrota,0,67,46
114,Derrota,0,68,46
115,Empate,0,68,47
116,Empate,0,68,48
117,Empate,0,68,49
118,Derrota,0,69,49
119,Empate,0,69,50
120,Derrota,0,70,50
121,Derrota,0,71,50
122,Derrota,0,72,50
123,Empate,0,72,51
124,Derrota,0,73,51
125,Empate,0,73,52
126,Derrota,0,74,52
127,Derrota,0,75,52
128,Derrota,0,76,52
129,Derrota,0,77,52
130,Derrota,0,78,52
131,Empate,0,78,53
132,Derrota,0,79,53
133,Empate,0,79,54
134,Empate,0,79,55
135,Empate,0,79,56
136,Derrota,0,80,56
137,Derrota,0,81,56
138,Derrota,0,82,56
139,Empate,0,82,57
140,Derrota,0,83,57
141,Empate,0,83,58
142,Derrota,0,84,58
143,Empate,0,84,59
144,Derrota,0,85,59
145,Derrota,0,86,59
146,Derrota,0,87,59
147,Empate,0,87,60
148,Derrota,0,88,60
149,Empate,0,88,61
150,Derrota,0,89,61
151,Empate,0,89,62
152,Empate,0,89,63
153,Derrota,0,90,63
154,Derrota,0,91,63
155,Empate,0,91,64
156,Empate,0,91,65
157,Derrota,0,92,65
158,Empate,0,92,66
159,Empate,0,92,67
160,Derrota,0,93,67
161,Empate,0,93,68
162,Derrota,0,94,68
163,Empate,0,94,69
164,Derrota,0,95,69
165,Derrota,0,96,69
166,Derrota,0,97,69
167,Empate,0,97,70
168,Derrota,0,98,70
169,Empate,0,98,71
170,Derrota,0,99,71
171,Empate,0,99,72
172,Empate,0,99,73
173,Empate,0,99,74
174,Empate,0,99,75
175,Derrota,0,100,75
176,Derrota,0,101,75
177,Derrota,0,102,75
178,Derrota,0,103,75
179,Empate,0,103,76
180,Derrota,0,104,76
181,Empate,0,104,77
182,Empate,0,104,78
183,Empate,0,104,79
184,Derrota,0,105,79
185,Derrota,0,106,79
186,Empate,0,106,80
187,Empate,0,106,81
188,Derrota,0,107,81
189,Derrota,0,108,81
190,Derrota,0,109,81
191,Empate,0,109,82
192,Empate,0,109,83
193,Derrota,0,110,83
194,Derrota,0,111,83
195,Derrota,0,112,83
196,Derrota,0,113,83
197,Empate,0,113,84
198,Derrota,0,114,84
199,Derrota,0,115,84
200,Empate,0,115,85
201,Empate,0,115,86
202,Derrota,0,116,86
203,Derrota,0,117,86
204,Derrota,0,118,86
205,Empate,0,118,87
206,Derrota,0,119,87
207,Derrota,0,120,87
208,Derrota,0,121,87
209,Empate,0,121,88
210,Empate,0,121,89
211,Empate,0,121,90
212,Derrota,0,122,90
213,Empate,0,122,91
214,Empate,0,122,92
215,Empate,0,122,93
216,Derrota,0,123,93
217,Empate,0,123,94
218,Derrota,0,124,94
219,Empate,0,124,95
220,Derrota,0,125,95
221,Empate,0,125,96
222,Empate,0,125,97
223,Empate,0,125,98
224,Derrota,0,126,98
225,Empate,0,126,99
226,Derrota,0,127,99
227,Derrota,0,128,99
228,Derrota,0,129,99
229,Empate,0,129,100
230,Derrota,0,130,100
231,Empate,0,130,101
232,Derrota,0,131,101
233,Empate,0,131,102
234,Derrota,0,132,102
235,Empate,0,132,103
236,Empate,0,132,104
237,Empate,0,132,105
238,Derrota,0,133,105
239,Derrota,0,134,105
240,Derrota,0,135,105
241,Derrota,0,136,105
242,Derrota,0,137,105
243,Empate,0,137,106
244,Derrota,0,138,106
245,Empate,0,138,107
246,Derrota,0,139,107
247,Empate,0,139,108
248,Derrota,0,140,108
249,Empate,0,140,109
250,Empate,0,140,110
251,Empate,0,140,111
252,Derrota,0,141,111
253,Empate,0,141,112
254,Empate,0,141,113
255,Empate,0,141,114
256,Derrota,0,142,114
257,Derrota,0,143,114
258,Derrota,0,144,114
259,Empate,0,144,115
260,Empate,0,144,116
261,Empate,0,144,117
262,Derrota,0,145,117
263,Empate,0,145,118
264,Derrota,0,146,118
265,Derrota,0,147,118
266,Derrota,0,148,118
267,Empate,0,148,119
268,Empate,0,148,120
269,Empate,0,148,121
270,Derrota,0,149,121
271,Empate,0,149,122
272,Derrota,0,150,122
273,Empate,0,150,123
274,Derrota,0,151,123
275,Empate,0,151,124
276,Derrota,0,152,124
277,Empate,0,152,125
278,Derrota,0,153,125
279,Empate,0,153,126
280,Derrota,0,154,126
281,Empate,0,154,127
282,Derrota,0,155,127
283,Empate,0,155,128
284,Empate,0,155,129
285,Empate,0,155,130
286,Empate,0,155,131
287,Derrota,0,156,131
288,Derrota,0,157,131
289,Derrota,0,158,131
290,Derrota,0,159,131
291,Empate,0,159,132
292,Derrota,0,160,132
293,Empate,0,160,133
294,Empate,0,160,134
295,Empate,0,160,135
296,Derrota,0,161,135
297,Derrota,0,162,135
298,Derrota,0,163,135
299,Empate,0,163,136
300,Derrota,0,164,136
301,Derrota,0,165,136
302,Derrota,0,166,136
303,Empate,0,166,137
304,Derrota,0,167,137
305,Empate,0,167,138
306,Derrota,0,168,138
307,Empate,0,168,139
308,Derrota,0,169,139
309,Empate,0,169,140
310,Derrota,0,170,140
311,Empate,0,170,141
312,Empate,0,170,142
313,Empate,0,170,143
314,Derrota,0,171,143
315,Empate,0,171,144
316,Derrota,0,172,144
317,Empate,0,172,145
318,Empate,0,172,146
319,Empate,0,172,147
320,Empate,0,172,148
321,Empate,0,172,149
322,Derrota,0,173,149
323,Empate,0,173,150
324,Derrota,0,174,150
325,Empate,0,174,151
326,Empate,0,174,152
327,Empate,0,174,153
328,Derrota,0,175,153
329,Empate,0,175,154
330,Derrota,0,176,154
331,Empate,0,176,155
332,Derrota,0,177,155
333,Derrota,0,178,155
334,Derrota,0,179,155
335,Empate,0,179,156
336,Derrota,0,180,156
337,Derrota,0,181,156
338,Derrota,0,182,156
339,Empate,0,182,157
340,Derrota,0,183,157
341,Empate,0,183,158
342,Empate,0,183,159
343,Empate,0,183,160
344,Derrota,0,184,160
345,Empate,0,184,161
346,Derrota,0,185,161
347,Empate,0,185,162
348,Derrota,0,186,162
349,Empate,0,186,163
350,Derrota,0,187,163
351,Empate,0,187,164
352,Empate,0,187,165
353,Empate,0,187,166
354,Derrota,0,188,166
355,Derrota,0,189,166
356,Empate,0,189,167
357,Derrota,0,190,167
358,Derrota,0,191,167
359,Empate,0,191,168
360,Empate,0,191,169
361,Empate,0,191,170
362,Derrota,0,192,170
363,Empate,0,192,171
364,Empate,0,192,172
365,Empate,0,192,173
366,Derrota,0,193,173
367,Empate,0,193,174
368,Derrota,0,194,174
369,Empate,0,194,175
370,Derrota,0,195,175
371,Empate,0,195,176
372,Derrota,0,196,176
373,Empate,0,196,177
374,Derrota,0,197,177
375,Empate,0,197,178
376,Derrota,0,198,178
377,Empate,0,198,179
378,Derrota,0,199,179
379,Empate,0,199,180
380,Derrota,0,200,180
381,Empate,0,200,181
382,Derrota,0,201,181
383,Empate,0,201,182
384,Derrota,0,202,182
385,Empate,0,202,183
386,Derrota,0,203,183
387,Derrota,0,204,183
388,Derrota,0,205,183
389,Derrota,0,206,183
390,Derrota,0,207,183
391,Empate,0,207,184
392,Derrota,0,208,184
393,Empate,0,208,185
394,Empate,0,208,186
395,Empate,0,208,187
396,Empate,0,208,188
397,Derrota,0,209,188
398,Derrota,0,210,188
399,Empate,0,210,189
400,Empate,0,210,190
401,Empate,0,210,191
402,Derrota,0,211,191
403,Empate,0,211,192
404,Derrota,0,212,192
405,Empate,0,212,193
406,Derrota,0,213,193
407,Derrota,0,214,193
408,Derrota,0,215,193
409,Empate,0,215,194
410,Derrota,0,216,194
411,Empate,0,216,195
412,Derrota,0,217,195
413,Empate,0,217,196
414,Derrota,0,218,196
415,Empate,0,218,197
416,Derrota,0,219,197
417,Derrota,0,220,197
418,Derrota,0,221,197
419,Derrota,0,222,197
420,Empate,0,222,198
421,Empate,0,222,199
422,Empate,0,222,200
423,Derrota,0,223,200
424,Derrota,0,224,200
425,Empate,0,224,201
426,Derrota,0,225,201
427,Empate,0,225,202
428,Derrota,0,226,202
429,Empate,0,226,203
430,Derrota,0,227,203
431,Empate,0,227,204
432,Empate,0,227,205
433,Empate,0,227,206
434,Derrota,0,228,206
435,Empate,0,228,207
436,Derrota,0,229,207
437,Empate,0,229,208
438,Derrota,0,230,208
439,Empate,0,230,209
440,Derrota,0,231,209
441,Empate,0,231,210
442,Derrota,0,232,210
443,Empate,0,232,211
444,Derrota,0,233,211
445,Derrota,0,234,211
446,Empate,0,234,212
447,Empate,0,234,213
448,Empate,0,234,214
449,Empate,0,234,215
450,Derrota,0,235,215
451,Empate,0,235,216
452,Empate,0,235,217
453,Empate,0,235,218
454,Derrota,0,236,218
455,Derrota,0,237,218
456,Derrota,0,238,218
457,Empate,0,238,219
458,Empate,0,238,220
459,Empate,0,238,221
460,Derrota,0,239,221
461,Empate,0,239,222
462,Derrota,0,240,222
463,Empate,0,240,223
464,Derrota,0,241,223
465,Empate,0,241,224
466,Derrota,0,242,224
467,Empate,0,242,225
468,Empate,0,242,226
469,Empate,0,242,227
470,Derrota,0,243,227
471,Empate,0,243,228
472,Empate,0,243,229
473,Derrota,0,244,229
474,Empate,0,244,230
475,Empate,0,244,231
476,Derrota,0,245,231
477,Empate,0,245,232
478,Empate,0,245,233
479,Empate,0,245,234
480,Derrota,0,246,234
481,Empate,0,246,235
482,Derrota,0,247,235
483,Derrota,0,248,235
484,Derrota,0,249,235
485,Empate,0,249,236
486,Derrota,0,250,236
487,Derrota,0,251,236
488,Derrota,0,252,236
489,Derrota,0,253,236
490,Derrota,0,254,236
491,Empate,0,254,237
492,Derrota,0,255,237
493,Empate,0,255,238
494,Derrota,0,256,238
495,Derrota,0,257,238
496,Derrota,0,258,238
497,Empate,0,258,239
498,Derrota,0,259,239
499,Empate,0,259,240
500,Empate,0,259,241
501,Empate,0,259,242
502,Derrota,0,260,242
503,Empate,0,260,243
504,Empate,0,260,244
505,Empate,0,260,245
506,Derrota,0,261,245
507,Empate,0,261,246
508,Derrota,0,262,246
509,Empate,0,262,247
510,Derrota,0,263,247
511,Derrota,0,264,247
512,Derrota,0,265,247
513,Empate,0,265,248
514,Derrota,0,266,248
515,Empate,0,266,249
516,Derrota,0,267,249
517,Empate,0,267,250
518,Derrota,0,268,250
519,Empate,0,268,251
520,Empate,0,268,252
521,Empate,0,268,253
522,Empate,0,268,254
523,Empate,0,268,255
524,Derrota,0,269,255
525,Empate,0,269,256
526,Derrota,0,270,256
527,Empate,0,270,257
528,Derrota,0,271,257
529,Empate,0,271,258
530,Derrota,0,272,258
531,Empate,0,272,259
532,Derrota,0,273,259
533,Empate,0,273,260
534,Empate,0,273,261
535,Empate,0,273,262
536,Derrota,0,274,262
537,Empate,0,274,263
538,Derrota,0,275,263
539,Empate,0,275,264
540,Derrota,0,276,264
541,Derrota,0,277,264
542,Derrota,0,278,264
543,Empate,0,278,265
544,Derrota,0,279,265
545,Derrota,0,280,265
546,Empate,0,280,266
547,Empate,0,280,267
548,Derrota,0,281,267
549,Empate,0,281,268
550,Empate,0,281,269
551,Empate,0,281,270
552,Derrota,0,282,270
553,Empate,0,282,271
554,Derrota,0,283,271
555,Empate,0,283,272
556,Empate,0,283,273
557,Empate,0,283,274
558,Derrota,0,284,274
559,Empate,0,284,275
560,Empate,0,284,276
561,Empate,0,284,277
562,Empate,0,284,278
563,Empate,0,284,279
564,Empate,0,284,280
565,Derrota,0,285,280
566,Derrota,0,286,280
567,Empate,0,286,281
568,Derrota,0,287,281
569,Derrota,0,288,281
570,Empate,0,288,282
571,Empate,0,288,283
572,Empate,0,288,284
573,Empate,0,288,285
574,Empate,0,288,286
575,Empate,0,288,287
576,Empate,0,288,288
577,Empate,0,288,289
578,Empate,0,288,290
579,Empate,0,288,291
580,Derrota,0,289,291
581,Empate,0,289,292
582,Derrota,0,290,292
583,Empate,0,290,293
584,Derrota,0,291,293
585,Empate,0,291,294
586,Derrota,0,292,294
587,Empate,0,292,295
588,Empate,0,292,296
589,Empate,0,292,297
590,Empate,0,292,298
591,Empate,0,292,299
592,Derrota,0,293,299
593,Empate,0,293,300
594,Derrota,0,294,300
595,Empate,0,294,301
596,Derrota,0,295,301
597,Empate,0,295,302
598,Derrota,0,296,302
599,Empate,0,296,303
600,Derrota,0,297,303
601,Derrota,0,298,303
602,Derrota,0,299,303
603,Derrota,0,300,303
604,Empate,0,300,304
605,Empate,0,300,305
606,Derrota,0,301,305
607,Derrota,0,302,305
608,Empate,0,302,306
609,Empate,0,302,307
610,Empate,0,302,308
611,Empate,0,302,309
612,Derrota,0,303,309
613,Empate,0,303,310
614,Derrota,0,304,310
615,Empate,0,304,311
616,Empate,0,304,312
617,Empate,0,304,313
618,Empate,0,304,314
619,Empate,0,304,315
620,Empate,0,304,316
621,Empate,0,304,317
622,Derrota,0,305,317
623,Derrota,0,306,317
624,Derrota,0,307,317
625,Empate,0,307,318
626,Derrota,0,308,318
627,Empate,0,308,319
628,Derrota,0,309,319
629,Empate,0,309,320
630,Empate,0,309,321
631,Empate,0,309,322
632,Derrota,0,310,322
633,Empate,0,310,323
634,Derrota,0,311,323
635,Empate,0,311,324
636,Derrota,0,312,324
637,Empate,0,312,325
638,Empate,0,312,326
639,Empate,0,312,327
640,Empate,0,312,328
641,Empate,0,312,329
642,Derrota,0,313,329
643,Derrota,0,314,329
644,Empate,0,314,330
645,Empate,0,314,331
646,Empate,0,314,332
647,Empate,0,314,333
648,Empate,0,314,334
649,Derrota,0,315,334
650,Derrota,0,316,334
651,Empate,0,316,335
652,Empate,0,316,336
653,Empate,0,316,337
654,Empate,0,316,338
655,Empate,0,316,339
656,Empate,0,316,340
657,Empate,0,316,341
658,Empate,0,316,342
659,Empate,0,316,343
660,Empate,0,316,344
661,Empate,0,316,345
662,Derrota,0,317,345
663,Empate,0,317,346
664,Empate,0,317,347
665,Empate,0,317,348
666,Derrota,0,318,348
667,Empate,0,318,349
668,Empate,0,318,350
669,Derrota,0,319,350
670,Derrota,0,320,350
671,Empate,0,320,351
672,Empate,0,320,352
673,Empate,0,320,353
674,Derrota,0,321,353
675,Empate,0,321,354
676,Empate,0,321,355
677,Empate,0,321,356
678,Empate,0,321,357
679,Empate,0,321,358
680,Derrota,0,322,358
681,Empate,0,322,359
682,Derrota,0,323,359
683,Empate,0,323,360
684,Derrota,0,324,360
685,Empate,0,324,361
686,Empate,0,324,362
687,Empate,0,324,363
688,Empate,0,324,364
689,Derrota,0,325,364
690,Empate,0,325,365
691,Empate,0,325,366
692,Derrota,0,326,366
693,Empate,0,326,367
694,Derrota,0,327,367
695,Empate,0,327,368
696,Derrota,0,328,368
697,Empate,0,328,369
698,Empate,0,328,370
699,Empate,0,328,371
700,Derrota,0,329,371
701,Empate,0,329,372
702,Empate,0,329,373
703,Empate,0,329,374
704,Derrota,0,330,374
705,Empate,0,330,375
706,Empate,0,330,376
707,Derrota,0,331,376
708,Derrota,0,332,376
709,Empate,0,332,377
710,Derrota,0,333,377
711,Derrota,0,334,377
712,Derrota,0,335,377
713,Empate,0,335,378
714,Empate,0,335,379
715,Empate,0,335,380
716,Derrota,0,336,380
717,Empate,0,336,381
718,Empate,0,336,382
719,Derrota,0,337,382
720,Derrota,0,338,382
721,Empate,0,338,383
722,Derrota,0,339,383
723,Empate,0,339,384
724,Derrota,0,340,384
725,Empate,0,340,385
726,Derrota,0,341,385
727,Derrota,0,342,385
728,Empate,0,342,386
729,Derrota,0,343,386
730,Derrota,0,344,386
731,Empate,0,344,387
732,Derrota,0,345,387
733,Empate,0,345,388
734,Derrota,0,346,388
735,Empate,0,346,389
736,Derrota,0,347,389
737,Empate,0,347,390
738,Empate,0,347,391
739,Derrota,0,348,391
740,Derrota,0,349,391
741,Empate,0,349,392
742,Derrota,0,350,392
743,Empate,0,350,393
744,Empate,0,350,394
745,Empate,0,350,395
746,Derrota,0,351,395
747,Empate,0,351,396
748,Empate,0,351,397
749,Empate,0,351,398
750,Empate,0,351,399
751,Empate,0,351,400
752,Empate,0,351,401
753,Empate,0,351,402
754,Empate,0,351,403
755,Empate,0,351,404
756,Empate,0,351,405
757,Empate,0,351,406
758,Derrota,0,352,406
759,Empate,0,352,407
760,Derrota,0,353,407
761,Empate,0,353,408
762,Derrota,0,354,408
763,Empate,0,354,409
764,Empate,0,354,410
765,Derrota,0,355,410
766,Empate,0,355,411
767,Empate,0,355,412
768,Empate,0,355,413
769,Empate,0,355,414
770,Empate,0,355,415
771,Derrota,0,356,415
772,Empate,0,356,416
773,Empate,0,356,417
774,Derrota,0,357,417
775,Empate,0,357,418
776,Empate,0,357,419
777,Empate,0,357,420
778,Derrota,0,358,420
779,Empate,0,358,421
780,Empate,0,358,422
781,Empate,0,358,423
782,Derrota,0,359,423
783,Empate,0,359,424
784,Empate,0,359,425
785,Empate,0,359,426
786,Derrota,0,360,426
787,Empate,0,360,427
788,Empate,0,360,428
789,Empate,0,360,429
790,Empate,0,360,430
791,Empate,0,360,431
792,Empate,0,360,432
793,Empate,0,360,433
794,Empate,0,360,434
795,Empate,0,360,435
796,Empate,0,360,436
797,Derrota,0,361,436
798,Empate,0,361,437
799,Empate,0,361,438
800,Empate,0,361,439
801,Empate,0,361,440
802,Empate,0,361,441
803,Empate,0,361,442
804,Derrota,0,362,442
805,Empate,0,362,443
806,Empate,0,362,444
807,Empate,0,362,445
808,Empate,0,362,446
809,Empate,0,362,447
810,Empate,0,362,448
811,Empate,0,362,449
812,Empate,0,362,450
813,Empate,0,362,451
814,Empate,0,362,452
815,Empate,0,362,453
816,Empate,0,362,454
817,Empate,0,362,455
818,Empate,0,362,456
819,Empate,0,362,457
820,Empate,0,362,458
821,Empate,0,362,459
822,Empate,0,362,460
823,Empate,0,362,461
824,Empate,0,362,462
825,Empate,0,362,463
826,Empate,0,362,464
827,Derrota,0,363,464
828,Derrota,0,364,464
829,Empate,0,364,465
830,Empate,0,364,466
831,Empate,0,364,467
832,Empate,0,364,468
833,Empate,0,364,469
834,Empate,0,364,470
835,Vitoria,1,364,470
836,Empate,1,364,471
837,Empate,1,364,472
838,Derrota,1,365,472
839,Derrota,1,366,472
840,Empate,1,366,473
841,Empate,1,366,474
842,Empate,1,366,475
843,Empate,1,366,476
844,Empate,1,366,477
845,Empate,1,366,478
846,Empate,1,366,479
847,Empate,1,366,480
848,Empate,1,366,481
849,Derrota,1,367,481
850,Empate,1,367,482
851,Empate,1,367,483
852,Empate,1,367,484
853,Empate,1,367,485
854,Empate,1,367,486
855,Empate,1,367,487
856,Empate,1,367,488
857,Empate,1,367,489
858,Empate,1,367,490
859,Empate,1,367,491
860,Derrota,1,368,491
861,Empate,1,368,492
862,Empate,1,368,493
863,Empate,1,368,494
864,Empate,1,368,495
865,Empate,1,368,496
866,Empate,1,368,497
867,Empate,1,368,498
868,Empate,1,368,499
869,Empate,1,368,500
870,Empate,1,368,501
871,Empate,1,368,502
872,Empate,1,368,503
873,Empate,1,368,504
874,Empate,1,368,505
875,Empate,1,368,506
876,Empate,1,368,507
877,Empate,1,368,508
878,Empate,1,368,509
879,Derrota,1,369,509
880,Empate,1,369,510
881,Empate,1,369,511
882,Empate,1,369,512
883,Empate,1,369,513
884,Empate,1,369,514
885,Derrota,1,370,514
886,Derrota,1,371,514
887,Empate,1,371,515
888,Derrota,1,372,515
889,Empate,1,372,516
890,Empate,1,372,517
891,Empate,1,372,518
892,Empate,1,372,519
893,Empate,1,372,520
894,Derrota,1,373,520
895,Empate,1,373,521
896,Empate,1,373,522
897,Empate,1,373,523
898,Empate,1,373,524
899,Empate,1,373,525
900,Empate,1,373,526
901,Derrota,1,374,526
902,Empate,1,374,527
903,Empate,1,374,528
904,Empate,1,374,529
905,Empate,1,374,530
906,Empate,1,374,531
907,Derrota,1,375,531
908,Empate,1,375,532
909,Empate,1,375,533
910,Empate,1,375,534
911,Empate,1,375,535
912,Empate,1,375,536
913,Empate,1,375,537
914,Empate,1,375,538
915,Empate,1,375,539
916,Derrota,1,376,539
917,Empate,1,376,540
918,Empate,1,376,541
919,Empate,1,376,542
920,Empate,1,376,543
921,Empate,1,376,544
922,Empate,1,376,545
923,Empate,1,376,546
924,Empate,1,376,547
925,Empate,1,376,548
926,Empate,1,376,549
927,Empate,1,376,550
928,Derrota,1,377,550
929,Empate,1,377,551
930,Empate,1,377,552
931,Empate,1,377,553
932,Empate,1,377,554
933,Empate,1,377,555
934,Empate,1,377,556
935,Derrota,1,378,556
936,Empate,1,378,557
937,Empate,1,378,558
938,Empate,1,378,559
939,Empate,1,378,560
940,Derrota,1,379,560
941,Empate,1,379,561
942,Empate,1,379,562
943,Empate,1,379,563
944,Empate,1,379,564
945,Empate,1,379,565
946,Empate,1,379,566
947,Empate,1,379,567
948,Empate,1,379,568
949,Empate,1,379,569
950,Derrota,1,380,569
951,Empate,1,380,570
952,Empate,1,380,571
953,Empate,1,380,572
954,Empate,1,380,573
955,Empate,1,380,574
956,Empate,1,380,575
957,Derrota,1,381,575
958,Derrota,1,382,575
959,Empate,1,382,576
960,Empate,1,382,577
961,Derrota,1,383,577
962,Empate,1,383,578
963,Empate,1,383,579
964,Empate,1,383,580
965,Empate,1,383,581
966,Empate,1,383,582
967,Empate,1,383,583
968,Empate,1,383,584
969,Empate,1,383,585
970,Derrota,1,384,585
971,Empate,1,384,586
972,Empate,1,384,587
973,Empate,1,384,588
974,Empate,1,384,589
975,Empate,1,384,590
976,Empate,1,384,591
977,Derrota,1,385,591
978,Empate,1,385,592
979,Derrota,1,386,592
980,Empate,1,386,593
981,Empate,1,386,594
982,Empate,1,386,595
983,Derrota,1,387,595
984,Empate,1,387,596
985,Empate,1,387,597
986,Empate,1,387,598
987,Derrota,1,388,598
988,Empate,1,388,599
989,Empate,1,388,600
990,Empate,1,388,601
991,Empate,1,388,602
992,Empate,1,388,603
993,Empate,1,388,604
994,Empate,1,388,605
995,Empate,1,388,606
996,Empate,1,388,607
997,Empate,1,388,608
998,Derrota,1,389,608
999,Empate,1,389,609
1000,Empate,1,389,610
1001,Empate,1,389,611
1002,Empate,1,389,612
1003,Empate,1,389,613
1004,Derrota,1,390,613
1005,Empate,1,390,614
1006,Empate,1,390,615
1007,Empate,1,390,616
1008,Empate,1,390,617
1009,Empate,1,390,618
1010,Empate,1,390,619
1011,Empate,1,390,620
1012,Empate,1,390,621
1013,Empate,1,390,622
1014,Empate,1,390,623
1015,Empate,1,390,624
1016,Empate,1,390,625
1017,Empate,1,390,626
1018,Empate,1,390,627
1019,Empate,1,390,628
1020,Empate,1,390,629
1021,Empate,1,390,630
1022,Empate,1,390,631
1023,Empate,1,390,632
1024,Empate,1,390,633
1025,Empate,1,390,634
1026,Empate,1,390,635
1027,Empate,1,390,636
1028,Empate,1,390,637
1029,Empate,1,390,638
1030,Empate,1,390,639
1031,Empate,1,390,640
1032,Empate,1,390,641
1033,Empate,1,390,642
1034,Empate,1,390,643
1035,Empate,1,390,644
1036,Empate,1,390,645
1037,Empate,1,390,646
1038,Empate,1,390,647
1039,Empate,1,390,648
1040,Derrota,1,391,648
1041,Derrota,1,392,648
1042,Empate,1,392,649
1043,Empate,1,392,650
1044,Empate,1,392,651
1045,Empate,1,392,652
1046,Empate,1,392,653
1047,Empate,1,392,654
1048,Empate,1,392,655
1049,Empate,1,392,656
1050,Empate,1,392,657
1051,Empate,1,392,658
1052,Empate,1,392,659
1053,Empate,1,392,660
1054,Empate,1,392,661
1055,Empate,1,392,662
1056,Empate,1,392,663
1057,Empate,1,392,664
1058,Empate,1,392,665
1059,Empate,1,392,666
1060,Empate,1,392,667
1061,Derrota,1,393,667
1062,Empate,1,393,668
1063,Empate,1,393,669
1064,Empate,1,393,670
1065,Empate,1,393,671
1066,Empate,1,393,672
1067,Derrota,1,394,672
1068,Empate,1,394,673
1069,Empate,1,394,674
1070,Empate,1,394,675
1071,Empate,1,394,676
1072,Empate,1,394,677
1073,Empate,1,394,678
1074,Empate,1,394,679
1075,Empate,1,394,680
1076,Empate,1,394,681
1077,Empate,1,394,682
1078,Empate,1,394,683
1079,Empate,1,394,684
1080,Empate,1,394,685
1081,Empate,1,394,686
1082,Empate,1,394,687
1083,Empate,1,394,688
1084,Empate,1,394,689
1085,Empate,1,394,690
1086,Empate,1,394,691
1087,Empate,1,394,692
1088,Empate,1,394,693
1089,Empate,1,394,694
1090,Empate,1,394,695
1091,Empate,1,394,696
1092,Empate,1,394,697
1093,Empate,1,394,698
1094,Empate,1,394,699
1095,Derrota,1,395,699
1096,Empate,1,395,700
1097,Empate,1,395,701
1098,Empate,1,395,702
1099,Empate,1,395,703
1100,Empate,1,395,704
1101,Empate,1,395,705
1102,Empate,1,395,706
1103,Empate,1,395,707
1104,Empate,1,395,708
1105,Empate,1,395,709
1106,Derrota,1,396,709
1107,Derrota,1,397,709
1108,Empate,1,397,710
1109,Empate,1,397,711
1110,Empate,1,397,712
1111,Empate,1,397,713
1112,Empate,1,397,714
1113,Empate,1,397,715
1114,Empate,1,397,716
1115,Empate,1,397,717
1116,Derrota,1,398,717
1117,Empate,1,398,718
1118,Empate,1,398,719
1119,Empate,1,398,720
1120,Empate,1,398,721
1121,Empate,1,398,722
